application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission,root,Income,Age
2965,Female,FALSE,3.16,Humanities,Black,630,5,Consulting,,630,630000,63
2966,Male,FALSE,3.2,Humanities,White,600,4,Financial Services,,600,600000,60
2967,Male,FALSE,3.18,STEM,Other,660,7,Consulting,,660,660000,66
2968,Male,FALSE,3.08,Humanities,White,570,4,Investment Banking,,570,570000,57
2969,Male,FALSE,3.31,Humanities,White,660,4,Nonprofit/Gov,,660,660000,66
2970,Female,FALSE,3.21,Business,Hispanic,650,7,Consulting,,650,650000,65
2971,Female,FALSE,3.22,Humanities,Other,570,6,Financial Services,,570,570000,57
2972,Female,TRUE,3.45,Business,,720,4,Consulting,,720,720000,72
2973,Male,TRUE,3.2,STEM,,700,6,Consulting,,700,700000,70
2974,Male,FALSE,3.49,Humanities,Asian,680,6,Investment Banking,Admit,680,680000,68
2975,Male,FALSE,3.26,STEM,White,650,7,PE/VC,,650,650000,65
2976,Male,FALSE,3.21,STEM,White,680,5,Technology,,680,680000,68
2977,Male,TRUE,2.91,STEM,,590,5,Financial Services,,590,590000,59
2978,Female,FALSE,3.35,Humanities,White,660,5,PE/VC,,660,660000,66
2979,Male,TRUE,3.03,STEM,,630,6,Consulting,,630,630000,63
2980,Male,FALSE,3.15,STEM,Asian,650,4,Investment Management,,650,650000,65
2981,Male,FALSE,3.3,STEM,White,720,6,CPG,Admit,720,720000,72
2982,Female,TRUE,3.35,Humanities,,700,5,Other,,700,700000,70
2983,Female,FALSE,3.23,Business,Asian,670,5,Financial Services,Admit,670,670000,67
2984,Male,FALSE,3.35,STEM,White,610,6,Health Care,,610,610000,61
2985,Male,FALSE,3.25,Business,Black,650,6,Consulting,,650,650000,65
2986,Male,TRUE,3.11,STEM,,620,5,Consulting,,620,620000,62
2987,Male,TRUE,3.3,STEM,,600,3,PE/VC,,600,600000,60
2988,Female,FALSE,3.4,Business,Other,720,4,Financial Services,Admit,720,720000,72
2989,Male,FALSE,3.31,Humanities,Black,670,5,Other,,670,670000,67
2990,Male,TRUE,3.22,Business,,650,5,Technology,,650,650000,65
2991,Male,TRUE,3.18,STEM,,680,6,Other,,680,680000,68
2992,Female,TRUE,3.22,Business,,590,5,Consulting,,590,590000,59
2993,Female,FALSE,3.32,Business,Black,690,6,PE/VC,,690,690000,69
2994,Female,FALSE,3.06,Humanities,Hispanic,570,6,Technology,,570,570000,57
2995,Female,TRUE,3.47,Humanities,,710,4,Nonprofit/Gov,,710,710000,71
2996,Female,FALSE,3.1,Humanities,Asian,670,7,Investment Banking,,670,670000,67
2997,Female,FALSE,3.18,STEM,Hispanic,700,5,Investment Banking,,700,700000,70
2998,Female,FALSE,3.16,STEM,Black,630,6,PE/VC,,630,630000,63
2999,Female,FALSE,3.21,STEM,Hispanic,630,5,Other,,630,630000,63
3000,Male,FALSE,3.55,Business,Asian,760,6,Consulting,Admit,760,760000,76
3001,Male,TRUE,3.5,Business,,710,4,Technology,Admit,710,710000,71
3002,Female,FALSE,3.29,Humanities,Asian,710,5,PE/VC,,710,710000,71
3003,Male,FALSE,3.1,Business,Asian,650,6,Real Estate,,650,650000,65
3004,Male,FALSE,3.19,Humanities,Black,660,5,Consulting,,660,660000,66
3005,Female,FALSE,3.35,Business,Asian,630,4,Technology,,630,630000,63
3006,Female,FALSE,3.06,STEM,White,630,5,Nonprofit/Gov,,630,630000,63
3007,Male,FALSE,3.3,Business,Hispanic,670,5,Technology,,670,670000,67
3008,Male,FALSE,3.39,Humanities,Asian,720,4,Technology,,720,720000,72
3009,Male,TRUE,3.23,STEM,,650,4,Nonprofit/Gov,,650,650000,65
3010,Female,FALSE,3.1,Humanities,Hispanic,660,5,Consulting,,660,660000,66
3011,Male,FALSE,3.04,STEM,White,600,3,Consulting,,600,600000,60
3012,Female,FALSE,3.12,Humanities,Asian,670,5,Consulting,,670,670000,67
3013,Female,FALSE,3.18,Humanities,White,670,6,Consulting,,670,670000,67
3014,Male,TRUE,3.15,STEM,,590,5,Investment Management,,590,590000,59
3015,Female,FALSE,3.37,STEM,White,710,4,PE/VC,Admit,710,710000,71
3016,Male,FALSE,3.13,Humanities,Asian,630,5,Investment Management,,630,630000,63
3017,Male,FALSE,3.6,Humanities,Black,680,4,Consulting,,680,680000,68
3018,Female,FALSE,2.91,Humanities,Asian,620,5,Consulting,,620,620000,62
3019,Male,FALSE,3.27,Business,Black,640,5,Investment Banking,,640,640000,64
3020,Male,FALSE,3.31,Business,Asian,720,6,Nonprofit/Gov,Admit,720,720000,72
3021,Male,FALSE,3.34,STEM,White,710,5,PE/VC,Admit,710,710000,71
3022,Male,TRUE,3.12,Humanities,,640,6,Financial Services,,640,640000,64
3023,Male,TRUE,3.44,STEM,,670,6,Other,,670,670000,67
3024,Male,TRUE,3.24,STEM,,630,6,Nonprofit/Gov,,630,630000,63
3025,Female,FALSE,3.42,Humanities,Hispanic,730,6,Nonprofit/Gov,Admit,730,730000,73
3026,Male,FALSE,3.34,STEM,Hispanic,660,5,Health Care,,660,660000,66
3027,Male,FALSE,3.17,STEM,Black,620,6,Investment Banking,,620,620000,62
3028,Female,FALSE,3.32,Business,Asian,620,5,Nonprofit/Gov,,620,620000,62
3029,Female,FALSE,3.43,STEM,Asian,680,5,Investment Management,,680,680000,68
3030,Male,TRUE,3.22,Humanities,,680,5,Health Care,Admit,680,680000,68
3031,Male,TRUE,3.38,Humanities,,740,5,Technology,,740,740000,74
3032,Male,FALSE,3.35,STEM,White,780,5,PE/VC,,780,780000,78
3033,Male,FALSE,3.2,Business,Asian,680,5,Consulting,,680,680000,68
3034,Male,FALSE,3.27,Humanities,White,720,4,Nonprofit/Gov,Admit,720,720000,72
3035,Male,FALSE,3.32,STEM,White,670,4,Nonprofit/Gov,,670,670000,67
3036,Female,FALSE,3.23,Business,Hispanic,710,7,Investment Banking,Admit,710,710000,71
3037,Male,TRUE,3.23,Humanities,,680,6,Consulting,Admit,680,680000,68
3038,Male,FALSE,3.19,Humanities,Hispanic,620,5,Consulting,,620,620000,62
3039,Male,FALSE,3.07,Humanities,Asian,570,4,Consulting,,570,570000,57
3040,Female,TRUE,3.16,STEM,,700,6,Technology,,700,700000,70
3041,Male,FALSE,3.16,STEM,Asian,640,4,PE/VC,,640,640000,64
3042,Female,TRUE,3.11,Humanities,,610,3,Nonprofit/Gov,,610,610000,61
3043,Female,TRUE,3.13,Humanities,,700,5,Technology,,700,700000,70
3044,Male,TRUE,3.52,Business,,730,6,Technology,Admit,730,730000,73
3045,Male,TRUE,3.37,Humanities,,630,6,Consulting,,630,630000,63
3046,Male,FALSE,3.46,STEM,Black,680,4,Consulting,,680,680000,68
3047,Male,FALSE,3.21,STEM,Black,620,7,Consulting,,620,620000,62
3048,Female,FALSE,3.21,Humanities,Asian,690,3,PE/VC,Admit,690,690000,69
3049,Male,FALSE,3.24,Humanities,White,570,4,Nonprofit/Gov,,570,570000,57
3050,Male,FALSE,3.25,Business,Asian,670,4,Technology,Admit,670,670000,67
3051,Female,FALSE,3.3,Humanities,White,690,6,Other,,690,690000,69
3052,Female,FALSE,3.35,Business,Other,660,5,Consulting,,660,660000,66
3053,Male,FALSE,3.21,Business,White,630,4,Consulting,,630,630000,63
3054,Male,FALSE,3.35,Humanities,White,690,4,Investment Management,,690,690000,69
3055,Female,FALSE,3.11,Humanities,Hispanic,640,5,Health Care,,640,640000,64
3056,Male,TRUE,3.19,Business,,650,5,Other,,650,650000,65
3057,Male,TRUE,3.38,STEM,,690,5,Consulting,,690,690000,69
3058,Male,FALSE,3.32,Humanities,Asian,780,4,Technology,,780,780000,78
3059,Male,FALSE,3.1,Business,Black,640,6,Nonprofit/Gov,,640,640000,64
3060,Male,FALSE,3.28,STEM,White,620,5,Nonprofit/Gov,,620,620000,62
3061,Male,FALSE,3.31,STEM,White,700,7,Nonprofit/Gov,,700,700000,70
3062,Male,TRUE,3.08,STEM,,600,4,Media/Entertainment,,600,600000,60
3063,Male,TRUE,3.04,Business,,600,6,PE/VC,,600,600000,60
3064,Female,FALSE,3.64,Business,Asian,760,5,Technology,Admit,760,760000,76
3065,Female,FALSE,3.16,Business,Hispanic,660,4,Financial Services,,660,660000,66
3066,Male,FALSE,3.32,Humanities,White,650,4,Financial Services,,650,650000,65
3067,Female,FALSE,3.29,Humanities,Other,680,6,Investment Banking,Admit,680,680000,68
3068,Female,FALSE,3.5,Humanities,Asian,750,3,Retail,Admit,750,750000,75
3069,Female,FALSE,3.48,Business,White,580,5,Investment Management,,580,580000,58
3070,Female,FALSE,3.66,Business,White,760,5,Consulting,,760,760000,76
3071,Male,FALSE,3.38,Humanities,White,670,6,Consulting,Admit,670,670000,67
3072,Male,TRUE,3.26,STEM,,650,4,Technology,,650,650000,65
3073,Female,FALSE,3.35,STEM,Black,720,5,Consulting,Admit,720,720000,72
3074,Male,TRUE,3.09,STEM,,630,7,CPG,,630,630000,63
3075,Female,TRUE,3.23,Humanities,,630,6,Health Care,,630,630000,63
3076,Male,FALSE,3.36,Humanities,White,640,5,Consulting,,640,640000,64
3077,Male,FALSE,3.09,Humanities,Asian,680,5,PE/VC,,680,680000,68
3078,Female,FALSE,3.21,STEM,Black,700,4,Technology,,700,700000,70
3079,Female,FALSE,3.2,STEM,Asian,630,6,Consulting,,630,630000,63
3080,Male,FALSE,3.26,STEM,Asian,590,3,Consulting,,590,590000,59
3081,Male,TRUE,3.27,STEM,,710,5,Other,,710,710000,71
3082,Female,TRUE,3.2,STEM,,650,6,Investment Banking,,650,650000,65
3083,Female,TRUE,3.27,Business,,700,6,Investment Banking,Admit,700,700000,70
3084,Female,TRUE,3.12,Humanities,,640,4,Investment Management,,640,640000,64
3085,Male,TRUE,2.95,STEM,,580,6,Other,,580,580000,58
3086,Male,FALSE,3.22,Business,White,680,5,PE/VC,Admit,680,680000,68
3087,Female,FALSE,3.14,Business,Hispanic,710,4,Consulting,,710,710000,71
3088,Male,FALSE,3.26,Humanities,White,710,6,Technology,,710,710000,71
3089,Female,FALSE,3.47,STEM,Asian,670,6,PE/VC,,670,670000,67
3090,Female,FALSE,3.27,STEM,Asian,610,4,Investment Management,,610,610000,61
3091,Male,FALSE,3.35,Business,White,720,6,Investment Banking,Admit,720,720000,72
3092,Male,TRUE,3.35,Humanities,,700,5,Investment Banking,,700,700000,70
3093,Male,FALSE,2.9,Humanities,White,600,5,Health Care,,600,600000,60
3094,Male,FALSE,3.12,STEM,Black,710,7,Consulting,,710,710000,71
3095,Female,FALSE,3.32,Business,White,690,6,Investment Banking,,690,690000,69
3096,Male,FALSE,3.27,Humanities,White,660,6,PE/VC,,660,660000,66
3097,Male,TRUE,3.55,Business,,680,4,Financial Services,Admit,680,680000,68
3098,Male,FALSE,3.4,Humanities,White,650,6,Nonprofit/Gov,,650,650000,65
3099,Male,FALSE,3.23,Humanities,White,690,5,PE/VC,,690,690000,69
3100,Male,FALSE,3.08,Humanities,Asian,590,4,Consulting,,590,590000,59
3101,Male,FALSE,3.29,STEM,White,590,5,Technology,,590,590000,59
3102,Male,FALSE,3.16,Business,White,620,5,PE/VC,,620,620000,62
3103,Female,FALSE,3.43,STEM,White,650,5,Real Estate,,650,650000,65
3104,Female,FALSE,3.16,Business,Asian,590,6,Nonprofit/Gov,,590,590000,59
3105,Male,FALSE,3.53,Business,Black,620,4,CPG,,620,620000,62
3106,Male,FALSE,3.54,Business,White,760,5,Financial Services,Admit,760,760000,76
3107,Female,FALSE,3.11,Humanities,Asian,590,7,Consulting,,590,590000,59
3108,Male,TRUE,3.25,STEM,,650,5,Health Care,,650,650000,65
3109,Male,FALSE,3.07,Humanities,Hispanic,640,5,Consulting,,640,640000,64
3110,Male,FALSE,3.52,STEM,Hispanic,670,5,Technology,,670,670000,67
3111,Male,TRUE,3.31,Business,,640,4,Consulting,,640,640000,64
3112,Male,FALSE,3.22,STEM,Hispanic,710,4,Technology,,710,710000,71
3113,Female,FALSE,3.42,Humanities,White,690,5,Consulting,,690,690000,69
3114,Female,FALSE,3.06,Business,Black,580,5,CPG,,580,580000,58
3115,Female,FALSE,3.09,Business,Hispanic,570,5,Consulting,,570,570000,57
3116,Male,FALSE,3.48,STEM,Asian,670,2,Health Care,,670,670000,67
3117,Female,TRUE,3.05,Business,,590,6,Technology,,590,590000,59
3118,Male,FALSE,3.05,Humanities,White,650,4,Consulting,,650,650000,65
3119,Male,FALSE,3.21,Business,Black,620,4,Consulting,,620,620000,62
3120,Male,TRUE,3.19,Humanities,,620,4,Consulting,,620,620000,62
3121,Male,FALSE,3.15,STEM,Asian,570,5,Technology,,570,570000,57
3122,Male,FALSE,3.38,Business,Hispanic,730,6,Investment Management,,730,730000,73
3123,Male,TRUE,3.09,Humanities,,610,4,Other,,610,610000,61
3124,Female,TRUE,3.31,Humanities,,600,6,PE/VC,,600,600000,60
3125,Male,FALSE,3.32,STEM,Black,680,6,Health Care,,680,680000,68
3126,Male,TRUE,3.28,STEM,,680,6,PE/VC,,680,680000,68
3127,Male,FALSE,3.44,Humanities,White,660,5,Consulting,,660,660000,66
3128,Female,FALSE,3.28,STEM,Asian,640,4,Consulting,,640,640000,64
3129,Female,FALSE,3.11,Humanities,White,600,5,Investment Banking,,600,600000,60
3130,Female,TRUE,3.11,Business,,600,5,Consulting,,600,600000,60
3131,Male,FALSE,3.13,Humanities,Black,600,4,Investment Banking,,600,600000,60
3132,Male,FALSE,3.35,Business,Black,670,5,Nonprofit/Gov,,670,670000,67
3133,Male,FALSE,3.28,Humanities,Asian,630,5,Consulting,,630,630000,63
3134,Male,TRUE,3.2,Business,,640,4,PE/VC,,640,640000,64
3135,Female,TRUE,3.07,Humanities,,660,6,Other,,660,660000,66
3136,Female,FALSE,3.39,Humanities,White,670,5,Investment Management,,670,670000,67
3137,Male,FALSE,3.22,Business,White,610,7,Consulting,,610,610000,61
3138,Male,FALSE,3.37,STEM,Black,650,7,Consulting,,650,650000,65
3139,Male,FALSE,3.24,STEM,Asian,730,5,Technology,,730,730000,73
3140,Male,TRUE,3.14,STEM,,600,6,Real Estate,,600,600000,60
3141,Female,FALSE,3.22,Business,White,600,7,Technology,,600,600000,60
3142,Female,FALSE,3.14,Business,Black,570,5,PE/VC,,570,570000,57
3143,Male,TRUE,3.13,Humanities,,610,7,Other,,610,610000,61
3144,Male,FALSE,3.29,Humanities,Asian,700,5,PE/VC,,700,700000,70
3145,Male,FALSE,3.48,STEM,Black,720,5,Financial Services,,720,720000,72
3146,Male,FALSE,3.26,Business,White,700,6,Health Care,,700,700000,70
3147,Male,FALSE,3.18,Business,Black,700,4,Consulting,,700,700000,70
3148,Male,TRUE,3.37,STEM,,760,4,Other,,760,760000,76
3149,Male,FALSE,3.22,STEM,White,620,5,Consulting,,620,620000,62
3150,Male,TRUE,3.07,Business,,570,5,PE/VC,,570,570000,57
3151,Male,FALSE,3.14,STEM,Black,570,6,Investment Banking,,570,570000,57
3152,Male,TRUE,3.41,Humanities,,770,5,Investment Management,,770,770000,77
3153,Male,FALSE,3.45,Humanities,Hispanic,730,5,Other,Admit,730,730000,73
3154,Female,FALSE,3.14,Business,White,620,5,PE/VC,,620,620000,62
3155,Female,FALSE,3.06,Humanities,Asian,650,6,Consulting,,650,650000,65
3156,Female,TRUE,3.38,Business,,770,5,PE/VC,,770,770000,77
3157,Male,FALSE,3.14,STEM,Black,630,5,Financial Services,,630,630000,63
3158,Male,FALSE,3.25,Business,Hispanic,620,5,Nonprofit/Gov,,620,620000,62
3159,Female,FALSE,3.34,Humanities,Black,710,6,Retail,Admit,710,710000,71
3160,Male,FALSE,3.45,Humanities,Black,660,4,Technology,,660,660000,66
3161,Male,TRUE,3.11,Humanities,,680,5,Consulting,,680,680000,68
3162,Male,FALSE,3.33,Humanities,White,710,6,Real Estate,Admit,710,710000,71
3163,Male,TRUE,3.12,Humanities,,610,4,Retail,,610,610000,61
3164,Male,FALSE,3.08,Business,Hispanic,600,6,Investment Banking,,600,600000,60
3165,Male,FALSE,2.95,Business,White,570,6,Financial Services,,570,570000,57
3166,Male,FALSE,3.24,Humanities,Asian,640,6,Financial Services,,640,640000,64
3167,Female,FALSE,3.53,STEM,White,690,6,CPG,Admit,690,690000,69
3168,Male,TRUE,3.39,STEM,,680,5,Health Care,Admit,680,680000,68
3169,Female,FALSE,3.42,Humanities,Asian,780,3,Financial Services,,780,780000,78
3170,Male,FALSE,3.39,Humanities,White,680,5,Nonprofit/Gov,Admit,680,680000,68
3171,Male,FALSE,3.5,Business,White,670,5,Consulting,,670,670000,67
3172,Male,FALSE,3.37,Humanities,White,660,5,Financial Services,Admit,660,660000,66
3173,Male,FALSE,3.2,Business,White,640,6,Consulting,,640,640000,64
3174,Female,TRUE,3.39,STEM,,670,6,Investment Banking,,670,670000,67
3175,Male,FALSE,3.34,Humanities,White,650,4,Consulting,,650,650000,65
3176,Male,FALSE,3.17,STEM,White,650,4,Nonprofit/Gov,,650,650000,65
3177,Female,FALSE,3.51,Business,Hispanic,680,6,Real Estate,Admit,680,680000,68
3178,Female,TRUE,3.36,Business,,640,6,Health Care,,640,640000,64
3179,Female,TRUE,3.35,STEM,,710,6,PE/VC,,710,710000,71
3180,Female,TRUE,3.27,STEM,,610,5,Retail,,610,610000,61
3181,Female,FALSE,3.39,Business,Black,660,6,Consulting,Admit,660,660000,66
3182,Male,FALSE,3.18,Business,Black,660,4,Other,,660,660000,66
3183,Male,TRUE,3.47,STEM,,650,5,Consulting,,650,650000,65
3184,Male,FALSE,3.21,Humanities,Asian,690,5,Technology,Admit,690,690000,69
3185,Female,FALSE,3.23,Humanities,Other,670,6,Consulting,Admit,670,670000,67
3186,Male,FALSE,3.14,STEM,Hispanic,640,5,Energy,,640,640000,64
3187,Male,FALSE,3.48,Business,Asian,670,5,Consulting,,670,670000,67
3188,Male,FALSE,3.2,Business,Hispanic,650,3,Consulting,,650,650000,65
3189,Male,FALSE,3.21,Humanities,White,650,6,Health Care,,650,650000,65
3190,Female,FALSE,3.14,STEM,White,590,7,Consulting,,590,590000,59
3191,Male,TRUE,3.2,Business,,570,5,Investment Banking,,570,570000,57
3192,Female,TRUE,3.29,Humanities,,660,6,Consulting,,660,660000,66
3193,Male,FALSE,3.1,Humanities,Asian,580,5,Other,,580,580000,58
3194,Male,FALSE,3.29,Business,Black,650,5,PE/VC,,650,650000,65
3195,Female,FALSE,3.25,Business,Asian,640,6,Technology,,640,640000,64
3196,Male,FALSE,3.08,STEM,Asian,630,6,PE/VC,,630,630000,63
3197,Female,TRUE,3.32,STEM,,640,4,PE/VC,,640,640000,64
3198,Female,FALSE,3.01,Humanities,Asian,580,6,Investment Banking,,580,580000,58
3199,Male,FALSE,3.23,Humanities,Black,650,5,CPG,,650,650000,65
3200,Male,TRUE,3.14,Humanities,,630,5,PE/VC,,630,630000,63
3201,Male,TRUE,3.26,STEM,,760,4,Real Estate,,760,760000,76
3202,Male,TRUE,3.23,Humanities,,730,5,Investment Banking,,730,730000,73
3203,Male,TRUE,3.4,Humanities,,660,7,Nonprofit/Gov,,660,660000,66
3204,Male,FALSE,3.31,Business,Other,650,5,Nonprofit/Gov,,650,650000,65
3205,Male,FALSE,3.42,Humanities,Hispanic,570,6,PE/VC,,570,570000,57
3206,Female,FALSE,3.27,Business,White,760,6,Consulting,,760,760000,76
3207,Female,TRUE,3.41,Humanities,,710,3,PE/VC,,710,710000,71
3208,Female,TRUE,3.52,Humanities,,670,7,Consulting,Admit,670,670000,67
3209,Male,FALSE,3.08,Business,Black,650,4,Health Care,,650,650000,65
3210,Female,FALSE,3.22,STEM,Asian,620,5,Real Estate,,620,620000,62
3211,Male,FALSE,3.14,Humanities,Hispanic,600,3,Investment Banking,,600,600000,60
3212,Female,FALSE,3.44,Business,Asian,700,5,Investment Banking,,700,700000,70
3213,Female,TRUE,3.19,Humanities,,590,5,Technology,,590,590000,59
3214,Male,FALSE,3.24,Humanities,Black,630,5,Nonprofit/Gov,,630,630000,63
3215,Female,FALSE,3.56,Business,Asian,720,4,PE/VC,Admit,720,720000,72
3216,Female,FALSE,3.46,Business,Black,690,5,Consulting,,690,690000,69
3217,Female,TRUE,3.15,Business,,630,3,CPG,,630,630000,63
3218,Male,FALSE,3.33,Humanities,White,620,5,Investment Management,,620,620000,62
3219,Male,FALSE,3.28,STEM,Other,660,6,PE/VC,Waitlist,660,660000,66
3220,Male,FALSE,3.27,Humanities,Hispanic,690,5,Technology,,690,690000,69
3221,Female,FALSE,3,Humanities,Black,610,7,Investment Banking,,610,610000,61
3222,Female,FALSE,3.37,Humanities,Asian,680,4,Health Care,Admit,680,680000,68
3223,Female,FALSE,3.55,Humanities,Black,630,5,PE/VC,,630,630000,63
3224,Male,FALSE,3.33,Business,Black,690,4,PE/VC,,690,690000,69
3225,Male,FALSE,3.42,Humanities,Asian,780,5,Nonprofit/Gov,Admit,780,780000,78
3226,Male,TRUE,3.26,Business,,580,5,Energy,,580,580000,58
3227,Female,TRUE,3.39,Business,,660,5,Investment Management,Admit,660,660000,66
3228,Female,TRUE,3.44,Business,,700,4,Investment Banking,,700,700000,70
3229,Male,FALSE,3.36,Humanities,Black,680,3,Nonprofit/Gov,,680,680000,68
3230,Female,FALSE,3.12,Humanities,Asian,620,4,Consulting,,620,620000,62
3231,Female,FALSE,3.46,STEM,Asian,750,3,Investment Management,,750,750000,75
3232,Female,FALSE,3.35,Humanities,White,700,6,Investment Banking,,700,700000,70
3233,Male,TRUE,3.27,STEM,,640,6,Other,,640,640000,64
3234,Male,TRUE,2.86,Business,,570,5,Consulting,,570,570000,57
3235,Female,TRUE,3.16,STEM,,590,5,Other,,590,590000,59
3236,Male,FALSE,3.03,Humanities,White,660,6,Nonprofit/Gov,,660,660000,66
3237,Male,FALSE,3.15,Humanities,White,580,6,Consulting,,580,580000,58
3238,Male,FALSE,3.29,Business,White,620,6,Consulting,,620,620000,62
3239,Female,TRUE,3.59,Business,,770,6,Consulting,Admit,770,770000,77
3240,Male,FALSE,3.39,Humanities,White,660,4,Consulting,,660,660000,66
3241,Male,FALSE,3.42,Humanities,White,670,6,Media/Entertainment,,670,670000,67
3242,Male,TRUE,3.11,STEM,,680,4,Investment Banking,,680,680000,68
3243,Male,FALSE,3.24,STEM,White,640,5,Investment Banking,,640,640000,64
3244,Male,FALSE,3.21,Humanities,Asian,690,4,Technology,,690,690000,69
3245,Male,FALSE,3.19,STEM,Asian,720,5,PE/VC,,720,720000,72
3246,Male,FALSE,3.42,Business,White,630,4,Consulting,,630,630000,63
3247,Female,FALSE,3.2,Humanities,Asian,650,5,Other,,650,650000,65
3248,Male,FALSE,3.35,STEM,White,650,7,Investment Banking,,650,650000,65
3249,Male,FALSE,3.06,Business,White,570,6,Nonprofit/Gov,,570,570000,57
3250,Male,TRUE,3.2,Business,,690,4,Consulting,,690,690000,69
3251,Male,FALSE,3.06,STEM,White,580,5,Technology,,580,580000,58
3252,Female,FALSE,3.27,Business,Hispanic,680,4,Nonprofit/Gov,,680,680000,68
3253,Male,FALSE,3.27,Humanities,White,730,6,Investment Banking,Admit,730,730000,73
3254,Female,FALSE,3.33,STEM,Hispanic,680,5,Investment Banking,Admit,680,680000,68
3255,Female,FALSE,3.27,Business,Hispanic,720,5,PE/VC,Admit,720,720000,72
3256,Female,TRUE,3.31,Business,,670,6,Investment Banking,Admit,670,670000,67
3257,Male,TRUE,3.15,Business,,640,3,CPG,,640,640000,64
3258,Female,TRUE,3.41,STEM,,680,4,PE/VC,,680,680000,68
3259,Male,FALSE,3.32,Business,Other,640,6,Consulting,,640,640000,64
3260,Male,FALSE,3.36,Business,White,680,3,PE/VC,,680,680000,68
3261,Male,TRUE,3.28,Business,,670,5,Financial Services,,670,670000,67
3262,Male,FALSE,3.07,Humanities,Asian,570,5,Consulting,,570,570000,57
3263,Male,TRUE,3.55,Humanities,,690,4,PE/VC,,690,690000,69
3264,Male,FALSE,3.45,STEM,White,700,7,Retail,,700,700000,70
3265,Male,TRUE,3.36,Business,,670,5,Health Care,Waitlist,670,670000,67
3266,Male,FALSE,3.08,STEM,Black,640,7,Financial Services,,640,640000,64
3267,Male,FALSE,3.48,Humanities,White,750,5,Consulting,,750,750000,75
3268,Male,TRUE,3.19,STEM,,680,3,Nonprofit/Gov,,680,680000,68
3269,Female,FALSE,2.89,Humanities,Black,580,6,Financial Services,,580,580000,58
3270,Male,FALSE,3.3,Humanities,White,650,4,Other,,650,650000,65
3271,Female,FALSE,3.32,STEM,Asian,690,4,Nonprofit/Gov,,690,690000,69
3272,Female,TRUE,3.36,Business,,720,5,Nonprofit/Gov,,720,720000,72
3273,Female,FALSE,3.04,Business,Black,570,5,Technology,,570,570000,57
3274,Male,FALSE,3.17,STEM,Asian,630,4,Consulting,,630,630000,63
3275,Male,FALSE,3.27,Business,Asian,610,4,Consulting,,610,610000,61
3276,Male,FALSE,3.25,STEM,Black,630,3,Consulting,,630,630000,63
3277,Male,FALSE,3.25,Business,White,610,4,Consulting,,610,610000,61
3278,Male,FALSE,3.24,STEM,Asian,680,4,Financial Services,,680,680000,68
3279,Male,FALSE,3.14,STEM,Hispanic,620,6,Other,,620,620000,62
3280,Male,TRUE,3.27,STEM,,780,4,Consulting,Admit,780,780000,78
3281,Male,FALSE,3.31,Business,Black,780,4,Technology,Waitlist,780,780000,78
3282,Male,FALSE,3.25,Humanities,Black,620,7,Health Care,,620,620000,62
3283,Female,TRUE,3.01,Business,,660,6,Financial Services,,660,660000,66
3284,Male,TRUE,3.35,Humanities,,600,5,Other,,600,600000,60
3285,Male,FALSE,3.08,Humanities,Hispanic,660,5,Health Care,,660,660000,66
3286,Male,FALSE,3.27,Humanities,Asian,620,6,Financial Services,,620,620000,62
3287,Female,FALSE,3.12,STEM,White,570,3,Nonprofit/Gov,,570,570000,57
3288,Male,FALSE,3.3,STEM,Black,650,5,Technology,,650,650000,65
3289,Male,FALSE,3.2,Humanities,White,670,6,Nonprofit/Gov,,670,670000,67
3290,Female,FALSE,3.16,Humanities,Hispanic,570,6,Health Care,,570,570000,57
3291,Male,FALSE,2.98,STEM,Asian,570,5,CPG,,570,570000,57
3292,Female,FALSE,3.45,STEM,Black,720,4,Consulting,,720,720000,72
3293,Male,FALSE,3.23,STEM,Asian,690,7,Nonprofit/Gov,,690,690000,69
3294,Female,FALSE,3.21,Business,White,630,6,Consulting,,630,630000,63
3295,Male,TRUE,2.94,Humanities,,610,5,Technology,,610,610000,61
3296,Male,FALSE,3.56,Humanities,Hispanic,740,5,Consulting,Admit,740,740000,74
3297,Male,TRUE,3.05,Business,,600,3,Consulting,,600,600000,60
3298,Female,FALSE,3.17,Business,Hispanic,610,7,Technology,,610,610000,61
3299,Male,TRUE,3.24,Humanities,,640,5,Financial Services,,640,640000,64
3300,Male,TRUE,3.43,STEM,,700,6,PE/VC,Admit,700,700000,70
3301,Male,FALSE,3.07,Humanities,Asian,650,4,Consulting,,650,650000,65
3302,Male,FALSE,3.26,Humanities,White,590,7,CPG,,590,590000,59
3303,Male,TRUE,2.9,Humanities,,610,4,Investment Management,,610,610000,61
3304,Male,FALSE,3.3,Humanities,White,620,5,Consulting,,620,620000,62
3305,Male,FALSE,3.49,Business,Black,690,4,Health Care,,690,690000,69
3306,Male,FALSE,3.43,Humanities,White,710,5,Consulting,,710,710000,71
3307,Male,FALSE,3.29,STEM,Asian,700,5,PE/VC,,700,700000,70
3308,Male,FALSE,2.99,Business,White,570,5,Health Care,,570,570000,57
3309,Female,FALSE,3.43,Business,White,730,4,Nonprofit/Gov,Admit,730,730000,73
3310,Male,FALSE,3.41,Humanities,White,760,4,Financial Services,Admit,760,760000,76
3311,Male,FALSE,3.19,Business,White,670,4,CPG,,670,670000,67
3312,Female,FALSE,3.13,Humanities,Hispanic,770,4,Consulting,,770,770000,77
